result_datetime,cfs
2023-01-14T00:00:00Z,100
2023-01-14T00:15:00Z,100
2023-01-14T00:30:00Z,100
2023-01-14T00:45:00Z,100
2023-01-14T01:00:00Z,100
2023-01-14T01:15:00Z,100
2023-01-14T01:30:00Z,100
2023-01-14T01:45:00Z,100
2023-01-14T02:00:00Z,100
2023-01-14T02:15:00Z,100
2023-01-14T02:30:00Z,100
2023-01-14T02:45:00Z,100
2023-01-14T03:00:00Z,100
2023-01-14T03:15:00Z,100
2023-01-14T03:30:00Z,100
2023-01-14T03:45:00Z,100
2023-01-14T04:00:00Z,100
2023-01-14T04:15:00Z,100
2023-01-14T04:30:00Z,100
2023-01-14T04:45:00Z,100
2023-01-14T05:00:00Z,100
2023-01-14T05:15:00Z,100
2023-01-14T05:30:00Z,100
2023-01-14T05:45:00Z,100
2023-01-14T06:00:00Z,100
2023-01-14T06:15:00Z,100
2023-01-14T06:30:00Z,100
2023-01-14T06:45:00Z,100
2023-01-14T07:00:00Z,100
2023-01-14T07:15:00Z,100
2023-01-14T07:30:00Z,100
2023-01-14T07:45:00Z,100
2023-01-14T08:00:00Z,100.9
2023-01-14T08:15:00Z,116.6
2023-01-14T08:30:00Z,138.3
2023-01-14T08:45:00Z,178.5
2023-01-14T09:00:00Z,237.8
2023-01-14T09:15:00Z,286.3
2023-01-14T09:30:00Z,393.6
2023-01-14T09:45:00Z,509.8
2023-01-14T10:00:00Z,621.7
2023-01-14T10:15:00Z,754.2
2023-01-14T10:30:00Z,874.2
2023-01-14T10:45:00Z,1009.6
2023-01-14T11:00:00Z,1102.9
2023-01-14T11:15:00Z,1180.3
2023-01-14T11:30:00Z,1220.2
2023-01-14T11:45:00Z,1187.5
2023-01-14T12:00:00Z,1139.6
2023-01-14T12:15:00Z,1076
2023-01-14T12:30:00Z,954.8
2023-01-14T12:45:00Z,837.1
2023-01-14T13:00:00Z,786.5
2023-01-14T13:15:00Z,706.1
2023-01-14T13:30:00Z,643.7
2023-01-14T13:45:00Z,571.2
2023-01-14T14:00:00Z,537.7
2023-01-14T14:15:00Z,502.1
2023-01-14T14:30:00Z,452.1
2023-01-14T14:45:00Z,404.8
2023-01-14T15:00:00Z,377.7
2023-01-14T15:15:00Z,357.9
2023-01-14T15:30:00Z,332.4
2023-01-14T15:45:00Z,305.7
2023-01-14T16:00:00Z,293.8
2023-01-14T16:15:00Z,285.6
2023-01-14T16:30:00Z,286.3
2023-01-14T16:45:00Z,269.3
2023-01-14T17:00:00Z,251.1
2023-01-14T17:15:00Z,230.7
2023-01-14T17:30:00Z,218.2
2023-01-14T17:45:00Z,214
2023-01-14T18:00:00Z,218.5
2023-01-14T18:15:00Z,203.3
2023-01-14T18:30:00Z,195.1
2023-01-14T18:45:00Z,196.9
2023-01-14T19:00:00Z,197.8
2023-01-14T19:15:00Z,194.8
2023-01-14T19:30:00Z,201.8
2023-01-14T19:45:00Z,213.7
2023-01-14T20:00:00Z,250.7
2023-01-14T20:15:00Z,302.5
2023-01-14T20:30:00Z,325.2
2023-01-14T20:45:00Z,331.1
2023-01-14T21:00:00Z,326
2023-01-14T21:15:00Z,325.6
2023-01-14T21:30:00Z,321.8
2023-01-14T21:45:00Z,307.8
2023-01-14T22:00:00Z,297.3
2023-01-14T22:15:00Z,286.7
2023-01-14T22:30:00Z,269.6
2023-01-14T22:45:00Z,258.3
2023-01-14T23:00:00Z,246.8
2023-01-14T23:15:00Z,237.1
2023-01-14T23:30:00Z,228
2023-01-14T23:45:00Z,218.5
2023-01-15T00:00:00Z,211.8
2023-01-15T00:15:00Z,205.8
2023-01-15T00:30:00Z,219.8
2023-01-15T00:45:00Z,263.7
2023-01-15T01:00:00Z,303.3
2023-01-15T01:15:00Z,300.9
2023-01-15T01:30:00Z,317.6
2023-01-15T01:45:00Z,383.3
2023-01-15T02:00:00Z,468.8
2023-01-15T02:15:00Z,512.7
2023-01-15T02:30:00Z,521.4
2023-01-15T02:45:00Z,510.7
2023-01-15T03:00:00Z,489.3
2023-01-15T03:15:00Z,466.1
2023-01-15T03:30:00Z,433.9
2023-01-15T03:45:00Z,415.8
2023-01-15T04:00:00Z,389.1
2023-01-15T04:15:00Z,369.7
2023-01-15T04:30:00Z,344.1
2023-01-15T04:45:00Z,319.7
2023-01-15T05:00:00Z,296.9
2023-01-15T05:15:00Z,279.4
2023-01-15T05:30:00Z,264.5
2023-01-15T05:45:00Z,249
2023-01-15T06:00:00Z,238.2
2023-01-15T06:15:00Z,226.7
2023-01-15T06:30:00Z,220.8
2023-01-15T06:45:00Z,208.9
2023-01-15T07:00:00Z,207.1
2023-01-15T07:15:00Z,197.5
2023-01-15T07:30:00Z,188.9
2023-01-15T07:45:00Z,184.8
2023-01-15T08:00:00Z,177.9
2023-01-15T08:15:00Z,175.9
2023-01-15T08:30:00Z,172.9
2023-01-15T08:45:00Z,166
2023-01-15T09:00:00Z,163.1
2023-01-15T09:15:00Z,161.5
2023-01-15T09:30:00Z,159.1
2023-01-15T09:45:00Z,156
2023-01-15T10:00:00Z,153.2
2023-01-15T10:15:00Z,151.9
2023-01-15T10:30:00Z,151.6
2023-01-15T10:45:00Z,149.9
2023-01-15T11:00:00Z,149.3
2023-01-15T11:15:00Z,149.9
2023-01-15T11:30:00Z,152.4
2023-01-15T11:45:00Z,152.9
2023-01-15T12:00:00Z,152.6
2023-01-15T12:15:00Z,150.4
2023-01-15T12:30:00Z,149.9
2023-01-15T12:45:00Z,149.3
2023-01-15T13:00:00Z,146.3
2023-01-15T13:15:00Z,143.1
2023-01-15T13:30:00Z,140.2
2023-01-15T13:45:00Z,137.6
2023-01-15T14:00:00Z,134
2023-01-15T14:15:00Z,130.3
2023-01-15T14:30:00Z,126.5
2023-01-15T14:45:00Z,123.8
2023-01-15T15:00:00Z,119.6
2023-01-15T15:15:00Z,116.4
2023-01-15T15:30:00Z,114.3
2023-01-15T15:45:00Z,110.9
2023-01-15T16:00:00Z,107
2023-01-15T16:15:00Z,106.4
2023-01-15T16:30:00Z,104
2023-01-15T16:45:00Z,101.5
2023-01-15T17:00:00Z,100
2023-01-15T17:15:00Z,100
2023-01-15T17:30:00Z,100
2023-01-15T17:45:00Z,100
2023-01-15T18:00:00Z,100
2023-01-15T18:15:00Z,100
2023-01-15T18:30:00Z,100
2023-01-15T18:45:00Z,100
2023-01-15T19:00:00Z,100
2023-01-15T19:15:00Z,100.7
2023-01-15T19:30:00Z,104
2023-01-15T19:45:00Z,107
2023-01-15T20:00:00Z,110.9
2023-01-15T20:15:00Z,113.8
2023-01-15T20:30:00Z,121.6
2023-01-15T20:45:00Z,132.6
2023-01-15T21:00:00Z,140.2
2023-01-15T21:15:00Z,146.8
2023-01-15T21:30:00Z,155.2
2023-01-15T21:45:00Z,161.8
2023-01-15T22:00:00Z,179.9
2023-01-15T22:15:00Z,213.1
2023-01-15T22:30:00Z,260.4
2023-01-15T22:45:00Z,298.9
2023-01-15T23:00:00Z,332.8
2023-01-15T23:15:00Z,371.3
2023-01-15T23:30:00Z,411.1
2023-01-15T23:45:00Z,474.4
2023-01-16T00:00:00Z,521.4
2023-01-16T00:15:00Z,581.1
2023-01-16T00:30:00Z,631
2023-01-16T00:45:00Z,678.2
2023-01-16T01:00:00Z,773.3
2023-01-16T01:15:00Z,878.9
2023-01-16T01:30:00Z,959.1
2023-01-16T01:45:00Z,1030.2
2023-01-16T02:00:00Z,1079.1
2023-01-16T02:15:00Z,1121.5
2023-01-16T02:30:00Z,1207
2023-01-16T02:45:00Z,1278.5
2023-01-16T03:00:00Z,1441.9
2023-01-16T03:15:00Z,1546.8900443808725
2023-01-16T03:30:00Z,1689.921667991223
2023-01-16T03:45:00Z,1868.7235906152398
2023-01-16T04:00:00Z,2022.590220910644
2023-01-16T04:15:00Z,2128.332365587964
2023-01-16T04:30:00Z,2204.141768892036
2023-01-16T04:45:00Z,2306.5311168006533
2023-01-16T05:00:00Z,2505.3300461882295
2023-01-16T05:15:00Z,2731.748519308554
2023-01-16T05:30:00Z,3052.6266729605904
2023-01-16T05:45:00Z,3406.1457426819975
2023-01-16T06:00:00Z,3656.9999999999945
2023-01-16T06:15:00Z,3624.1806811706415
2023-01-16T06:30:00Z,3533.5098879730886
2023-01-16T06:45:00Z,3226.045705914843
2023-01-16T07:00:00Z,2963.9308171095768
2023-01-16T07:15:00Z,2648.1157040781145
2023-01-16T07:30:00Z,2308.5560940728533
2023-01-16T07:45:00Z,2102.1970213425657
2023-01-16T08:00:00Z,1901.2662486125407
2023-01-16T08:15:00Z,1714.016467690262
2023-01-16T08:30:00Z,1587.7759464677247
2023-01-16T08:45:00Z,1473.734799903741
2023-01-16T09:00:00Z,1344.7
2023-01-16T09:15:00Z,1228.4
2023-01-16T09:30:00Z,1115.3
2023-01-16T09:45:00Z,1033.9
2023-01-16T10:00:00Z,970.5
2023-01-16T10:15:00Z,882.3
2023-01-16T10:30:00Z,824.8
2023-01-16T10:45:00Z,753
2023-01-16T11:00:00Z,689.8
2023-01-16T11:15:00Z,655.5
2023-01-16T11:30:00Z,620.1
2023-01-16T11:45:00Z,582.7
2023-01-16T12:00:00Z,545.2
2023-01-16T12:15:00Z,523.9
2023-01-16T12:30:00Z,498.7
2023-01-16T12:45:00Z,476.2
2023-01-16T13:00:00Z,451.2
2023-01-16T13:15:00Z,431.7
2023-01-16T13:30:00Z,407.7
2023-01-16T13:45:00Z,397.3
2023-01-16T14:00:00Z,383.8
2023-01-16T14:15:00Z,361.1
2023-01-16T14:30:00Z,349.3
2023-01-16T14:45:00Z,326.4
2023-01-16T15:00:00Z,324.7
2023-01-16T15:15:00Z,309
2023-01-16T15:30:00Z,297.3
2023-01-16T15:45:00Z,291
2023-01-16T16:00:00Z,277.1
2023-01-16T16:15:00Z,265.6
2023-01-16T16:30:00Z,256.5
2023-01-16T16:45:00Z,251.8
2023-01-16T17:00:00Z,239.9
2023-01-16T17:15:00Z,232.7
2023-01-16T17:30:00Z,227
2023-01-16T17:45:00Z,216.6
2023-01-16T18:00:00Z,214.3
2023-01-16T18:15:00Z,206.4
2023-01-16T18:30:00Z,202.1
2023-01-16T18:45:00Z,198.4
2023-01-16T19:00:00Z,191.8
2023-01-16T19:15:00Z,184.8
2023-01-16T19:30:00Z,182.2
2023-01-16T19:45:00Z,176.5
2023-01-16T20:00:00Z,172.9
2023-01-16T20:15:00Z,168.5
2023-01-16T20:30:00Z,167.1
2023-01-16T20:45:00Z,166.3
2023-01-16T21:00:00Z,161.2
2023-01-16T21:15:00Z,156.8
2023-01-16T21:30:00Z,152.6
2023-01-16T21:45:00Z,151.6
2023-01-16T22:00:00Z,148.1
2023-01-16T22:15:00Z,143.6
2023-01-16T22:30:00Z,142.4
2023-01-16T22:45:00Z,141
2023-01-16T23:00:00Z,137.8
2023-01-16T23:15:00Z,134.3
2023-01-16T23:30:00Z,131
2023-01-16T23:45:00Z,129
2023-01-17T00:00:00Z,127.6
2023-01-17T00:00:00Z,127.6
2023-01-17T00:15:00Z,125.3
2023-01-17T00:30:00Z,122.2
2023-01-17T00:45:00Z,119.4
2023-01-17T01:00:00Z,119
2023-01-17T01:15:00Z,117.7
2023-01-17T01:30:00Z,115.1
2023-01-17T01:45:00Z,113.2
2023-01-17T02:00:00Z,112.4
2023-01-17T02:15:00Z,109.7
2023-01-17T02:30:00Z,107.6
2023-01-17T02:45:00Z,107.2
2023-01-17T03:00:00Z,104.6
2023-01-17T03:15:00Z,104.2
2023-01-17T03:30:00Z,102.3
2023-01-17T03:45:00Z,101.5
2023-01-17T04:00:00Z,100.7
2023-01-17T04:15:00Z,100
2023-01-17T04:30:00Z,100
2023-01-17T04:45:00Z,100
2023-01-17T05:00:00Z,100
2023-01-17T05:15:00Z,100
2023-01-17T05:30:00Z,100
2023-01-17T05:45:00Z,100
2023-01-17T06:00:00Z,100
2023-01-17T06:15:00Z,100
2023-01-17T06:30:00Z,100
2023-01-17T06:45:00Z,100
2023-01-17T07:00:00Z,100
2023-01-17T07:15:00Z,100
2023-01-17T07:30:00Z,100
2023-01-17T07:45:00Z,100
2023-01-17T08:00:00Z,100
2023-01-17T08:15:00Z,100
2023-01-17T08:30:00Z,100
2023-01-17T08:45:00Z,100
2023-01-17T09:00:00Z,100
2023-01-17T09:15:00Z,100
2023-01-17T09:30:00Z,100
2023-01-17T09:45:00Z,100
2023-01-17T10:00:00Z,100
2023-01-17T10:15:00Z,100
2023-01-17T10:30:00Z,100
2023-01-17T10:45:00Z,100
2023-01-17T11:00:00Z,100
2023-01-17T11:15:00Z,100
2023-01-17T11:30:00Z,100
2023-01-17T11:45:00Z,100
2023-01-17T12:00:00Z,100
2023-01-17T12:15:00Z,100
2023-01-17T12:30:00Z,100
2023-01-17T12:45:00Z,100
2023-01-17T13:00:00Z,100
2023-01-17T13:15:00Z,100
2023-01-17T13:30:00Z,100
2023-01-17T13:45:00Z,100
2023-01-17T14:00:00Z,100
2023-01-17T14:15:00Z,100
2023-01-17T14:30:00Z,100
2023-01-17T14:45:00Z,100
2023-01-17T15:00:00Z,100
2023-01-17T15:15:00Z,100
2023-01-17T15:30:00Z,100
2023-01-17T15:45:00Z,100
2023-01-17T16:00:00Z,100
2023-01-17T16:15:00Z,100
2023-01-17T16:30:00Z,100
2023-01-17T16:45:00Z,100
2023-01-17T17:00:00Z,100
2023-01-17T17:15:00Z,100
2023-01-17T17:30:00Z,100
2023-01-17T17:45:00Z,100
2023-01-17T18:00:00Z,100
2023-01-17T18:15:00Z,100
2023-01-17T18:30:00Z,100
2023-01-17T18:45:00Z,100
2023-01-17T19:00:00Z,100
2023-01-17T19:15:00Z,100
2023-01-17T19:30:00Z,100
2023-01-17T19:45:00Z,100
2023-01-17T20:00:00Z,100
2023-01-17T20:15:00Z,100
2023-01-17T20:30:00Z,100
2023-01-17T20:45:00Z,100
2023-01-17T21:00:00Z,100
2023-01-17T21:15:00Z,100
2023-01-17T21:30:00Z,100
2023-01-17T21:45:00Z,100
2023-01-17T22:00:00Z,100
2023-01-17T22:15:00Z,100
2023-01-17T22:30:00Z,100
2023-01-17T22:45:00Z,100
2023-01-17T23:00:00Z,100
2023-01-17T23:15:00Z,100
2023-01-17T23:30:00Z,100
2023-01-17T23:45:00Z,100
2023-01-18T00:00:00Z,100
